DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Malta,2024,75.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2009,70.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2010,70.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2011,71.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2012,72.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2013,71.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2014,70.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2015,71.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2016,72.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2017,73.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2018,75.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2019,76.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2020,76.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2021,77.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2022,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2023,79.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Netherlands,2024,79.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2009,78.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2010,78.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2011,78.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2012,78.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2013,78.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2014,78.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2015,77.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2016,78.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2017,77.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2018,78.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2019,78.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2020,77.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2021,77.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2022,78.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2023,77.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Norway,2024,77.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2009,55.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2010,55.6,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2011,55.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2012,56.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2013,56.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2014,58.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2015,59.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2016,61.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2017,63.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2018,64.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2019,65.3,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2020,65.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2021,68.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2022,70.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2023,72.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Poland,2024,72.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2009,62.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2010,62.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2011,62.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2012,60.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2013,60.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2014,62.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2015,64.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2016,66.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2017,69.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2018,71.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2019,72.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2020,71.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2021,72.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2022,74.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2023,75.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Portugal,2024,75.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2009,45.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2010,47.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2011,47.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2012,48.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2013,48.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2014,49.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2015,50.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2016,51.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2017,54.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2018,54.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2019,55.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2020,55.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2021,56.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2022,59.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2023,59.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Romania,2024,60.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2009,75.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2010,74.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2011,76.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2012,76.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2013,76.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2014,77.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2015,77.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2016,78.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2017,79.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2018,79.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2019,79.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2020,77.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2021,77.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2022,79.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2023,80.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Sweden,2024,79.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2009,67.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2010,66.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2011,64.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2012,64.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2013,62.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2014,63.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2015,64.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2016,66.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2017,69.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2018,71.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2019,72.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2020,71.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2021,72.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2022,74.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2023,74.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovenia,2024,75.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2009,62.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2010,61.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2011,61.6,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2012,61.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2013,62.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2014,62.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2015,64.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2016,67.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2017,69.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2018,70.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2019,71.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2020,70.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2021,70.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2022,72.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2023,73.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Females,From 20 to 64 years,Percentage of total population,Slovakia,2024,73.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2009,78.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2010,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2011,79.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2012,79.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2013,79.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2014,78.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2015,78.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2016,78.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2017,79.4,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2018,80.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2019,81.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2020,79.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2021,79.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2022,81.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2023,81.1,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Austria,2024,80.8,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2009,73.2,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2010,73.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2011,73.0,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2012,72.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2013,72.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2014,71.6,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2015,71.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2016,72.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2017,73.4,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2018,73.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2019,74.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2020,73.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2021,74.5,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2022,75.7,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2023,75.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Belgium,2024,76.3,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Bulgaria,2009,72.9,,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Bulgaria,2010,67.8,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Bulgaria,2011,65.2,b,
ESTAT:SDG_08_30(1.0),12/06/25 23:00:00,Annual,Total employment (resident population concept - LFS),Males,From 20 to 64 years,Percentage of total population,Bulgaria,2012,65.0,,
